Número da conta: 74
----------------------------------------
Detalhes das Transações:
----------------------------------------
Tipo          | Valor  | Saldo
Depósito      | 576    | -62282
Depósito      | 280    | -62002
Saque         | 499    | -62501
Depósito      | 862    | -61639
Depósito      | 425    | -61214
Depósito      | 800    | -60414
Pagamento     | 131    | -60545
Pagamento     | 567    | -61112
Depósito      | 836    | -60276
Depósito      | 887    | -59389
Pagamento     | 710    | -60099
Pagamento     | 777    | -60876
Pagamento     | 720    | -61596
Saque         | 881    | -62477
Depósito      | 618    | -61859
Depósito      | 759    | -61100
Pagamento     | 285    | -61385
Pagamento     | 753    | -62138
Depósito      | 366    | -61772
Pagamento     | 608    | -62380
Depósito      | 429    | -61951
Depósito      | 564    | -61387
Depósito      | 1088   | -60299
Saque         | 656    | -60955
Depósito      | 936    | -60019
Depósito      | 355    | -59664
Depósito      | 333    | -59331
Depósito      | 997    | -58334
Depósito      | 770    | -57564
Depósito      | 241    | -57323
Saque         | 711    | -58034
Saque         | 769    | -58803
Pagamento     | 426    | -59229
Depósito      | 539    | -58690
Pagamento     | 820    | -59510
Depósito      | 768    | -58742
Saque         | 601    | -59343
Pagamento     | 513    | -59856
Pagamento     | 470    | -60326
Depósito      | 946    | -59380
Saque         | 1018   | -60398
Saque         | 255    | -60653
Depósito      | 520    | -60133
Saque         | 873    | -61006
Depósito      | 697    | -60309
Pagamento     | 807    | -61116
Pagamento     | 242    | -61358
Saque         | 716    | -62074
Depósito      | 699    | -61375
Saque         | 580    | -61955
Pagamento     | 232    | -62187
Depósito      | 580    | -61607
Pagamento     | 763    | -62370
Saque         | 1254   | -63624
Depósito      | 575    | -63049
Depósito      | 157    | -62892
Depósito      | 606    | -62286
Depósito      | 474    | -61812
Depósito      | 505    | -61307
Saque         | 358    | -61665
Pagamento     | 430    | -62095
Depósito      | 1039   | -61056
Saque         | 440    | -61496
Depósito      | 869    | -60627
Saque         | 606    | -61233
Saque         | 1134   | -62367
Pagamento     | 373    | -62740
Depósito      | 577    | -62163
Depósito      | 355    | -61808
Saque         | 641    | -62449
Pagamento     | 732    | -63181
Saque         | 885    | -64066
Depósito      | 511    | -63555
Saque         | 494    | -64049
Depósito      | 520    | -63529
Saque         | 615    | -64144
Saque         | 551    | -64695
Saque         | 621    | -65316
Saque         | 1087   | -66403
Pagamento     | 255    | -66658
Depósito      | 571    | -66087
Pagamento     | 936    | -67023
Saque         | 746    | -67769
Depósito      | 796    | -66973
Depósito      | 769    | -66204
Saque         | 625    | -66829
Depósito      | 850    | -65979
Depósito      | 347    | -65632
Pagamento     | 450    | -66082
Saque         | 664    | -66746
Depósito      | 368    | -66378
Saque         | 760    | -67138
Depósito      | 629    | -66509
Pagamento     | 331    | -66840
Depósito      | 443    | -66397
Depósito      | 316    | -66081
Depósito      | 721    | -65360
Saque         | 804    | -66164
Depósito      | 677    | -65487
Saque         | 988    | -66475
Saque         | 695    | -67170
Depósito      | 703    | -66467
Pagamento     | 629    | -67096
Depósito      | 607    | -66489
Depósito      | 172    | -66317
Depósito      | 366    | -65951
Saque         | 952    | -66903
Depósito      | 458    | -66445
Saque         | 388    | -66833
Saque         | 869    | -67702
Pagamento     | 166    | -67868
Saque         | 922    | -68790
Depósito      | 484    | -68306
Depósito      | 714    | -67592
Pagamento     | 432    | -68024
Pagamento     | 777    | -68801
Pagamento     | 681    | -69482
Pagamento     | 730    | -70212
Depósito      | 791    | -69421
Depósito      | 609    | -68812
Saque         | 553    | -69365
Pagamento     | 207    | -69572
Pagamento     | 1249   | -70821
Saque         | 524    | -71345
Pagamento     | 837    | -72182
Depósito      | 494    | -71688
Depósito      | 976    | -70712
Pagamento     | 1059   | -71771
Depósito      | 87     | -71684
Pagamento     | 414    | -72098
Pagamento     | 908    | -73006
Saque         | 742    | -73748
Saque         | 261    | -74009
Saque         | 579    | -74588
Depósito      | 522    | -74066
Saque         | 460    | -74526
Pagamento     | 540    | -75066
Pagamento     | 866    | -75932
Pagamento     | 1062   | -76994
Depósito      | 368    | -76626
Pagamento     | 105    | -76731
Depósito      | 682    | -76049
Saque         | 673    | -76722
Depósito      | 780    | -75942
Saque         | 645    | -76587
Depósito      | 1037   | -75550
Saque         | 620    | -76170
Pagamento     | 647    | -76817
Depósito      | 686    | -76131
Depósito      | 762    | -75369
Pagamento     | 582    | -75951
Depósito      | 457    | -75494
Pagamento     | 607    | -76101
Depósito      | 74     | -76027
Depósito      | 946    | -75081
Saque         | 1151   | -76232
Pagamento     | 519    | -76751
Saque         | 559    | -77310
Depósito      | 701    | -76609
Saque         | 640    | -77249
Depósito      | 604    | -76645
Depósito      | 805    | -75840
Saque         | 381    | -76221
Pagamento     | 226    | -76447
Saque         | 732    | -77179
Depósito      | 499    | -76680
Depósito      | 785    | -75895
Saque         | 819    | -76714
Depósito      | 515    | -76199
Saque         | 76     | -76275
Pagamento     | 306    | -76581
Depósito      | 448    | -76133
Depósito      | 396    | -75737
Depósito      | 695    | -75042
Saque         | 754    | -75796
Depósito      | 1015   | -74781
Pagamento     | 391    | -75172
Depósito      | 680    | -74492
Depósito      | 529    | -73963
Pagamento     | 437    | -74400
Saque         | 305    | -74705
Pagamento     | 908    | -75613
Pagamento     | 279    | -75892
Saque         | 507    | -76399
Pagamento     | 405    | -76804
Saque         | 183    | -76987
Depósito      | 339    | -76648
Depósito      | 989    | -75659
Pagamento     | 569    | -76228
Saque         | 468    | -76696
Pagamento     | 869    | -77565
Depósito      | 838    | -76727
Depósito      | 701    | -76026
Depósito      | 536    | -75490
Depósito      | 761    | -74729
Pagamento     | 682    | -75411
Pagamento     | 607    | -76018
Depósito      | 756    | -75262
Saque         | 345    | -75607
Saque         | 691    | -76298
Depósito      | 669    | -75629
Depósito      | 791    | -74838
Pagamento     | 787    | -75625
Depósito      | 738    | -74887
Depósito      | 946    | -73941
Pagamento     | 487    | -74428
Depósito      | 940    | -73488
Depósito      | 642    | -72846
Pagamento     | 771    | -73617
Depósito      | 1010   | -72607
Depósito      | 883    | -71724
Saque         | 374    | -72098
Depósito      | 658    | -71440
Saque         | 510    | -71950
Saque         | 510    | -72460
Pagamento     | 915    | -73375
Saque         | 421    | -73796
Saque         | 538    | -74334
Pagamento     | 712    | -75046
Depósito      | 213    | -74833
Pagamento     | 182    | -75015
Pagamento     | 560    | -75575
Saque         | 664    | -76239
Depósito      | 1000   | -75239
Depósito      | 435    | -74804
Depósito      | 494    | -74310
Pagamento     | 672    | -74982
Depósito      | 247    | -74735
Pagamento     | 764    | -75499
Depósito      | 538    | -74961
Saque         | 443    | -75404
Saque         | 975    | -76379
Pagamento     | 758    | -77137
Pagamento     | 1030   | -78167
Depósito      | 757    | -77410
Depósito      | 421    | -76989
Saque         | 948    | -77937
Depósito      | 160    | -77777
Depósito      | 629    | -77148
Saque         | 878    | -78026
Depósito      | 865    | -77161
Depósito      | 866    | -76295
Saque         | 544    | -76839
Pagamento     | 151    | -76990
Pagamento     | 530    | -77520
Saque         | 1126   | -78646
Depósito      | 799    | -77847
Depósito      | 268    | -77579
Pagamento     | 800    | -78379
Depósito      | 882    | -77497
Depósito      | 761    | -76736
Depósito      | 621    | -76115
Depósito      | 765    | -75350
Saque         | 943    | -76293
Saque         | 359    | -76652
Saque         | 540    | -77192
Saque         | 327    | -77519
Depósito      | 870    | -76649
Saque         | 306    | -76955
Depósito      | 404    | -76551
Saque         | 418    | -76969
Pagamento     | 533    | -77502
Saque         | 880    | -78382
Saque         | 105    | -78487
Pagamento     | 752    | -79239
Depósito      | 1153   | -78086
Pagamento     | 343    | -78429
Pagamento     | 855    | -79284
Depósito      | 304    | -78980
Pagamento     | 329    | -79309
Depósito      | 276    | -79033
Depósito      | 724    | -78309
Depósito      | 599    | -77710
Depósito      | 740    | -76970
Saque         | 716    | -77686
Pagamento     | 229    | -77915
Depósito      | 244    | -77671
Saque         | 531    | -78202
Pagamento     | 215    | -78417
Depósito      | 503    | -77914
Depósito      | 182    | -77732
Saque         | 1077   | -78809
Pagamento     | 787    | -79596
Saque         | 879    | -80475
Pagamento     | 754    | -81229
Pagamento     | 444    | -81673
Depósito      | 784    | -80889
Pagamento     | 697    | -81586
Depósito      | 815    | -80771
Depósito      | 892    | -79879
Depósito      | 720    | -79159
Depósito      | 629    | -78530
Depósito      | 558    | -77972
Pagamento     | 715    | -78687
Saque         | 320    | -79007
Pagamento     | 331    | -79338
Pagamento     | 455    | -79793
Depósito      | 586    | -79207
Depósito      | 539    | -78668
Pagamento     | 967    | -79635
Saque         | 455    | -80090
Pagamento     | 30     | -80120
Pagamento     | 1341   | -81461
Pagamento     | 744    | -82205
Depósito      | 488    | -81717
Saque         | 721    | -82438
Depósito      | 510    | -81928
Pagamento     | 718    | -82646
Depósito      | 1062   | -81584
Depósito      | 368    | -81216
Depósito      | 932    | -80284
Saque         | 399    | -80683
Pagamento     | 691    | -81374
Depósito      | 695    | -80679
Saque         | 1020   | -81699
Depósito      | 231    | -81468
Pagamento     | 486    | -81954
Saque         | 344    | -82298
Depósito      | 747    | -81551
Depósito      | 781    | -80770
Saque         | 987    | -81757
Depósito      | 435    | -81322
Depósito      | 288    | -81034
Saque         | 712    | -81746
Pagamento     | 187    | -81933
Saque         | 718    | -82651
Depósito      | 825    | -81826
Pagamento     | 295    | -82121
Pagamento     | 809    | -82930
Saque         | 634    | -83564
Pagamento     | 611    | -84175
Saque         | 589    | -84764
Saque         | 846    | -85610
Saque         | 434    | -86044
Depósito      | 898    | -85146
Saque         | 497    | -85643
Saque         | 585    | -86228
Saque         | 946    | -87174
Depósito      | 684    | -86490
Saque         | 572    | -87062
Depósito      | 915    | -86147
Pagamento     | 804    | -86951
Depósito      | 620    | -86331
Depósito      | 532    | -85799
Depósito      | 324    | -85475
Saque         | 1272   | -86747
Pagamento     | 414    | -87161
Depósito      | 618    | -86543
Depósito      | 413    | -86130
Depósito      | 391    | -85739
Pagamento     | 948    | -86687
Saque         | 843    | -87530
